priority,player_id,name,team_code,team_name,position,current_overall,suggested_overall,issue,reason,data_needed,confidence
3,00-0002583,Lamar Campbell,DET,Detroit Lions,S,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0000601,Robert Bailey,DET,Detroit Lions,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0013643,Ron Rice,DET,Detroit Lions,S,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019678,Damen Wheeler,JAX,Jacksonville Jaguars,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019828,Derrick Chambers,JAX,Jacksonville Jaguars,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0018969,Erik Olson,JAX,Jacksonville Jaguars,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0015247,Larry Smith,JAX,Jacksonville Jaguars,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0002493,Glenn Cadrez,KC,Kansas City Chiefs,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0000488,Larry Atkins,KC,Kansas City Chiefs,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019520,Norris McCleary,KC,Kansas City Chiefs,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019755,Davis Sanchez,LAC,San Diego Chargers,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020341,Robert Carswell,LAC,San Diego Chargers,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011516,Pete Monty,MIN,Minnesota Vikings,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020502,Willie Howard,MIN,Minnesota Vikings,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020465,Curtis Holden,NO,New Orleans Saints,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0016242,Dave Thomas,NYG,New York Giants,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020186,DeWayne Patmon,NYG,New York Giants,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0015781,Omar Stoutmire,NYG,New York Giants,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020384,William James,NYG,New York Giants,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019986,Juqua Parker,TEN,Tennessee Titans,EDGE,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020006,Antonio Pierce,WAS,Washington Redskins,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0006395,Donovan Greer,WAS,Washington Redskins,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020005,Ifeanyi Ohalete,WAS,Washington Redskins,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0020008,Jauron Dailey,WAS,Washington Redskins,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019285,Jerry DeLoach,WAS,Washington Redskins,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0014859,Dainon Sidney,TEN,Tennessee Titans,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0019488,Mareno Philyaw,ATL,Atlanta Falcons,WR,77,,Skill player rated 77 on low-confidence evidence,No box-score production on file to confirm a rating this high.,"Box-score stats or recorded starts, or a curated override for a known contributor.",low
4,00-0020318,Marques Sullivan,BUF,Buffalo Bills,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0016795,Morris Unutoa,BUF,Buffalo Bills,C,77,,C rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0020374,Victor Leyva,CIN,Cincinnati Bengals,LG,77,,LG rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0005927,Aaron Gibson,DAL,Dallas Cowboys,LT,75,,LT rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0005592,Ben Fricke,DAL,Dallas Cowboys,C,75,,C rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0020396,Char-ron Dorsey,DAL,Dallas Cowboys,LT,78,,LT rated 78 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0014660,Tony Semple,DET,Detroit Lions,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0015207,Jeff Smith,JAX,Jacksonville Jaguars,C,75,,C rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0019507,Mark Baniewicz,JAX,Jacksonville Jaguars,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0018571,Willie Jones,KC,Kansas City Chiefs,LT,78,,LT rated 78 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0020344,Brandon Gorin,LAC,San Diego Chargers,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0020335,Elliot Silvers,LAC,San Diego Chargers,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0008225,Kendyl Jacox,LAC,San Diego Chargers,C,75,,C rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0002975,Steve Christie,LAC,San Diego Chargers,K,76,,K rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0009941,Everett Lindsay,MIN,Minnesota Vikings,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0018973,Lewis Kelly,MIN,Minnesota Vikings,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0016178,Daryl Terrell,NO,New Orleans Saints,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0013229,Marcus Price,NO,New Orleans Saints,LT,75,,LT rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0014047,Mike Rosenthal,NYG,New York Giants,LG,77,,LG rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0004252,Gennaro DiNapoli,TEN,Tennessee Titans,C,77,,C rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
